Course_ID,Course_Name,Course_Type,Delivery_Mode,Class_Size,Difficulty_Rating,Instructor_ID,Instructor_Tenure,Instructor_Field,Student_ID,Year,Enrollment_Status,Overall_GPA,Grade_in_Course,Feedback_Text,Date_Submitted,Numeric_Rating_Instructor,Numeric_Rating_Course,Overall_Satisfaction,Cleaned_Feedback,Tokens,Tokens_NoStop,Lemmas,VADER_Scores,neg,neu,pos,compound,Sentiment_Label
CSE381,Front-line bandwidth-monitored instruction set,Lab,In-Person,67.0,4.0,I7911,Yes,History,S34129,Sophomore,Part-time,2.16,A,The professor was very engaging and the course material was clear.,2025-03-08,4.0,1.0,3.0,the professor was very engaging and the course material was clear,"['the', 'professor', 'was', 'very', 'engaging', 'and', 'the', 'course', 'material', 'was', 'clear']","['professor', 'engaging', 'course', 'material', 'clear']","['professor', 'engage', 'course', 'material', 'clear']","{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6478}",0.0,0.63,0.37,0.6478,Positive
CSE460,Face-to-face impactful ability,Lecture,In-Person,26.0,5.0,I3892,No,Psychology,S55663,Junior,Part-time,2.39,A,"The course content was fair, but nothing stood out. Satisfactory.",2025-01-15,3.0,1.0,1.0,the course content was fair but nothing stood out satisfactory,"['the', 'course', 'content', 'was', 'fair', 'but', 'nothing', 'stood', 'out', 'satisfactory']","['course', 'content', 'fair', 'stood', 'satisfactory']","['course', 'content', 'fair', 'stand', 'satisfactory']","{'neg': 0.216, 'neu': 0.65, 'pos': 0.134, 'compound': -0.2535}",0.216,0.65,0.134,-0.2535,Negative
CSE127,Vision-oriented zero tolerance attitude,Lab,Hybrid,95.0,3.0,I7061,No,Mathematics,S47738,Senior,Part-time,3.31,F,Poor structure and lack of feedback made this class difficult.,2024-11-17,5.0,2.0,4.0,poor structure and lack of feedback made this class difficult,"['poor', 'structure', 'and', 'lack', 'of', 'feedback', 'made', 'this', 'class', 'difficult']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult']","{'neg': 0.53, 'neu': 0.47, 'pos': 0.0, 'compound': -0.7845}",0.53,0.47,0.0,-0.7845,Negative
CSE274,Integrated impactful success,Lab,Online,51.0,3.0,I2836,No,Psychology,S87767,Freshman,Full-time,3.11,B,"The lectures were engaging, and I appreciated the real-world examples. Too theoretical.",2024-10-26,4.0,5.0,4.0,the lectures were engaging and i appreciated the realworld examples too theoretical,"['the', 'lectures', 'were', 'engaging', 'and', 'i', 'appreciated', 'the', 'realworld', 'examples', 'too', 'theoretical']","['lectures', 'engaging', 'appreciated', 'realworld', 'examples', 'theoretical']","['lecture', 'engage', 'appreciated', 'realworld', 'example', 'theoretical']","{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.6908}",0.0,0.612,0.388,0.6908,Positive
CSE130,Mandatory fault-tolerant service-desk,Lab,In-Person,46.0,3.0,I7723,No,Psychology,S13579,Freshman,Full-time,3.67,F,"The professor was great, but the content was hard to follow. Satisfactory.",2024-10-28,2.0,4.0,2.0,the professor was great but the content was hard to follow satisfactory,"['the', 'professor', 'was', 'great', 'but', 'the', 'content', 'was', 'hard', 'to', 'follow', 'satisfactory']","['professor', 'great', 'content', 'hard', 'follow', 'satisfactory']","['professor', 'great', 'content', 'hard', 'follow', 'satisfactory']","{'neg': 0.098, 'neu': 0.549, 'pos': 0.354, 'compound': 0.6369}",0.098,0.549,0.354,0.6369,Positive
CSE418,Fully-configurable intangible collaboration,Lab,Online,41.0,5.0,I7041,No,Biology,S34307,Freshman,Part-time,2.8,B,I struggled with the pace and the material was unclear. Too theoretical.,2025-01-08,1.0,2.0,1.0,i struggled with the pace and the material was unclear too theoretical,"['i', 'struggled', 'with', 'the', 'pace', 'and', 'the', 'material', 'was', 'unclear', 'too', 'theoretical']","['struggled', 'pace', 'material', 'unclear', 'theoretical']","['struggle', 'pace', 'material', 'unclear', 'theoretical']","{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.5267}",0.328,0.672,0.0,-0.5267,Negative
CSE488,Cross-group value-added Internet solution,Seminar,In-Person,39.0,1.0,I8137,Yes,History,S77324,Senior,Full-time,3.23,D,"The professor was great, but the content was hard to follow. Overall, decent.",2024-11-01,5.0,5.0,1.0,the professor was great but the content was hard to follow overall decent,"['the', 'professor', 'was', 'great', 'but', 'the', 'content', 'was', 'hard', 'to', 'follow', 'overall', 'decent']","['professor', 'great', 'content', 'hard', 'follow', 'overall', 'decent']","['professor', 'great', 'content', 'hard', 'follow', 'overall', 'decent']","{'neg': 0.106, 'neu': 0.726, 'pos': 0.168, 'compound': 0.2382}",0.106,0.726,0.168,0.2382,Positive
CSE168,Horizontal modular knowledge user,Seminar,Hybrid,72.0,2.0,I2921,No,Computer Science,S91418,Freshman,Full-time,2.61,D,"Assignments weer helpful, though sometimes poorly timed. Too theoretical.",2025-01-01,2.0,4.0,4.0,assignments weer helpful though sometimes poorly timed too theoretical,"['assignments', 'weer', 'helpful', 'though', 'sometimes', 'poorly', 'timed', 'too', 'theoretical']","['assignments', 'weer', 'helpful', 'poorly', 'timed', 'theoretical']","['assignment', 'weer', 'helpful', 'poorly', 'time', 'theoretical']","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",0.0,0.741,0.259,0.4215,Positive
CSE265,Down-sized local groupware,Lab,Online,84.0,1.0,I4171,Yes,Psychology,S60013,Sophomore,Part-time,2.79,D,I really enjoyed this class. It was well-organized and informative. Satisfactory.,2024-11-18,1.0,3.0,1.0,i really enjoyed this class it was wellorganized and informative satisfactory,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wellorganized', 'and', 'informative', 'satisfactory']","['enjoyed', 'class', 'wellorganized', 'informative', 'satisfactory']","['enjoy', 'class', 'wellorganize', 'informative', 'satisfactory']","{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.7264}",0.0,0.568,0.432,0.7264,Positive
CSE349,Phased multimedia initiative,Seminar,In-Person,38.0,4.0,I5176,No,Mathematics,S51119,Junior,Part-time,3.52,A,Poor structure and lack of feedback made this class difficult.,2024-11-12,3.0,3.0,4.0,poor structure and lack of feedback made this class difficult,"['poor', 'structure', 'and', 'lack', 'of', 'feedback', 'made', 'this', 'class', 'difficult']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult']","{'neg': 0.53, 'neu': 0.47, 'pos': 0.0, 'compound': -0.7845}",0.53,0.47,0.0,-0.7845,Negative
CSE403,Multi-layered intangible attitude,Seminar,Online,95.0,1.0,I7339,Yes,Psychology,S28357,Junior,Full-time,3.59,B,I really enjoyed this class. It was wedll-organize and informative. Needs improvement.,2025-03-24,4.0,5.0,1.0,i really enjoyed this class it was wedllorganize and informative needs improvement,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wedllorganize', 'and', 'informative', 'needs', 'improvement']","['enjoyed', 'class', 'wedllorganize', 'informative', 'needs', 'improvement']","['enjoy', 'class', 'wedllorganize', 'informative', 'need', 'improvement']","{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.7645}",0.0,0.577,0.423,0.7645,Positive
CSE461,Secured next generation adapter,Lab,Online,35.0,2.0,I6211,No,Psychology,S36057,Senior,Full-time,2.69,A,I really enjoyed this class. It was well-organized and informative.,2024-10-18,1.0,4.0,1.0,i really enjoyed this class it was wellorganized and informative,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wellorganized', 'and', 'informative']","['enjoyed', 'class', 'wellorganized', 'informative']","['enjoy', 'class', 'wellorganize', 'informative']","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5563}",0.0,0.69,0.31,0.5563,Positive
CSE458,Persevering real-time product,Lecture,Online,66.0,1.0,I1426,Yes,History,S74942,Junior,Full-time,3.65,F,I liked the assignments but found the lectures boring.,2024-11-23,1.0,4.0,2.0,i liked the assignments but found the lectures boring,"['i', 'liked', 'the', 'assignments', 'but', 'found', 'the', 'lectures', 'boring']","['liked', 'assignments', 'found', 'lectures', 'boring']","['like', 'assignment', 'find', 'lecture', 'boring']","{'neg': 0.272, 'neu': 0.553, 'pos': 0.175, 'compound': -0.2617}",0.272,0.553,0.175,-0.2617,Negative
CSE342,Organized asynchronous methodology,Lecture,Hybrid,88.0,2.0,I8111,Yes,Biology,S12803,Freshman,Full-time,2.44,A,"The professor was great, but the content was hard to fo.llow Too theoretical.",2025-01-09,4.0,1.0,1.0,the professor was great but the content was hard to follow too theoretical,"['the', 'professor', 'was', 'great', 'but', 'the', 'content', 'was', 'hard', 'to', 'follow', 'too', 'theoretical']","['professor', 'great', 'content', 'hard', 'follow', 'theoretical']","['professor', 'great', 'content', 'hard', 'follow', 'theoretical']","{'neg': 0.106, 'neu': 0.726, 'pos': 0.168, 'compound': 0.2382}",0.106,0.726,0.168,0.2382,Positive
CSE499,Persevering intangible hub,Lab,Online,48.0,3.0,I9565,No,Mathematics,S50290,Senior,Part-time,2.22,D,"I enjoyed the group projects, but the exams were too difficult. Would recommend.",2025-03-21,2.0,4.0,1.0,i enjoyed the group projects but the exams were too difficult would recommend,"['i', 'enjoyed', 'the', 'group', 'projects', 'but', 'the', 'exams', 'were', 'too', 'difficult', 'would', 'recommend']","['enjoyed', 'group', 'projects', 'exams', 'difficult', 'recommend']","['enjoy', 'group', 'project', 'exam', 'difficult', 'recommend']","{'neg': 0.184, 'neu': 0.51, 'pos': 0.306, 'compound': 0.2846}",0.184,0.51,0.306,0.2846,Positive
CSE403,Sharable methodical conglomeration,Lecture,Online,100.0,3.0,I7476,No,Mathematics,S86708,Senior,Full-time,2.99,C,"Class discussions were lively, but the readings were excessive. Could be better.",2024-10-25,5.0,1.0,4.0,class discussions were lively but the readings were excessive could be better,"['class', 'discussions', 'were', 'lively', 'but', 'the', 'readings', 'were', 'excessive', 'could', 'be', 'better']","['class', 'discussions', 'lively', 'readings', 'excessive', 'better']","['class', 'discussion', 'lively', 'reading', 'excessive', 'well']","{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7003}",0.0,0.633,0.367,0.7003,Positive
CSE374,Right-sized high-level initiative,Seminar,In-Person,49.0,3.0,I6945,No,Mathematics,S27526,Freshman,Part-time,3.57,F,Excellent use of multimedia and clsas time. Could be better.,2024-10-24,4.0,3.0,2.0,excellent use of multimedia and clsas time could be better,"['excellent', 'use', 'of', 'multimedia', 'and', 'clsas', 'time', 'could', 'be', 'better']","['excellent', 'use', 'multimedia', 'clsas', 'time', 'better']","['excellent', 'use', 'multimedia', 'clsa', 'time', 'well']","{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.765}",0.0,0.548,0.452,0.765,Positive
CSE472,Persevering maximized open system,Seminar,Online,84.0,3.0,I1172,No,Mathematics,S70843,Sophomore,Full-time,3.48,F,I lidke the assignments but found the lectures boring. Challenging but fair.,2025-02-01,3.0,5.0,2.0,i lidke the assignments but found the lectures boring challenging but fair,"['i', 'lidke', 'the', 'assignments', 'but', 'found', 'the', 'lectures', 'boring', 'challenging', 'but', 'fair']","['lidke', 'assignments', 'found', 'lectures', 'boring', 'challenging', 'fair']","['lidke', 'assignment', 'find', 'lecture', 'boring', 'challenge', 'fair']","{'neg': 0.187, 'neu': 0.506, 'pos': 0.307, 'compound': 0.2263}",0.187,0.506,0.307,0.2263,Positive
CSE374,Stand-alone responsive projection,Lecture,In-Person,69.0,3.0,I1947,No,Biology,S26635,Freshman,Part-time,2.93,B,Instructor was knowledgeable but not very approachable. Satisfactory.,2025-01-04,4.0,2.0,3.0,instructor was knowledgeable but not very approachable satisfactory,"['instructor', 'was', 'knowledgeable', 'but', 'not', 'very', 'approachable', 'satisfactory']","['instructor', 'knowledgeable', 'approachable', 'satisfactory']","['instructor', 'knowledgeable', 'approachable', 'satisfactory']","{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.4541}",0.298,0.702,0.0,-0.4541,Negative
CSE343,Team-oriented secondary time-frame,Seminar,Online,50.0,3.0,I9174,Yes,Biology,S43940,Freshman,Full-time,2.07,C,"I enjoyed the group projects, but the exams were too difficult. Challenging but fair.",2025-03-14,1.0,3.0,3.0,i enjoyed the group projects but the exams were too difficult challenging but fair,"['i', 'enjoyed', 'the', 'group', 'projects', 'but', 'the', 'exams', 'were', 'too', 'difficult', 'challenging', 'but', 'fair']","['enjoyed', 'group', 'projects', 'exams', 'difficult', 'challenging', 'fair']","['enjoy', 'group', 'project', 'exam', 'difficult', 'challenge', 'fair']","{'neg': 0.169, 'neu': 0.468, 'pos': 0.364, 'compound': 0.4118}",0.169,0.468,0.364,0.4118,Positive
CSE248,Inverse scalable definition,Seminar,Hybrid,37.0,3.0,I8347,No,History,S78373,Junior,Part-time,2.39,B,I struggled with the pace and the material was unclear. Not bad.,2025-02-27,2.0,1.0,4.0,i struggled with the pace and the material was unclear not bad,"['i', 'struggled', 'with', 'the', 'pace', 'and', 'the', 'material', 'was', 'unclear', 'not', 'bad']","['struggled', 'pace', 'material', 'unclear', 'bad']","['struggle', 'pace', 'material', 'unclear', 'bad']","{'neg': 0.289, 'neu': 0.525, 'pos': 0.187, 'compound': -0.1406}",0.289,0.525,0.187,-0.1406,Negative
CSE472,User-centric zero tolerance function,Lecture,In-Person,61.0,3.0,I1037,Yes,Psychology,S17350,Senior,Part-time,3.88,D,"I enjoyed the group projects, but the exams were too difficult. Very practical.",2024-10-23,3.0,4.0,3.0,i enjoyed the group projects but the exams were too difficult very practical,"['i', 'enjoyed', 'the', 'group', 'projects', 'but', 'the', 'exams', 'were', 'too', 'difficult', 'very', 'practical']","['enjoyed', 'group', 'projects', 'exams', 'difficult', 'practical']","['enjoy', 'group', 'project', 'exam', 'difficult', 'practical']","{'neg': 0.211, 'neu': 0.649, 'pos': 0.14, 'compound': -0.2732}",0.211,0.649,0.14,-0.2732,Negative
CSE400,Open-architected static secured line,Lab,Hybrid,29.0,1.0,I3810,Yes,Psychology,S86501,Freshman,Full-time,3.81,B,"Lectures lacked structure, making it hard to follow.",2024-11-30,3.0,3.0,4.0,lectures lacked structure making it hard to follow,"['lectures', 'lacked', 'structure', 'making', 'it', 'hard', 'to', 'follow']","['lectures', 'lacked', 'structure', 'making', 'hard', 'follow']","['lecture', 'lack', 'structure', 'make', 'hard', 'follow']","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1027}",0.167,0.833,0.0,-0.1027,Negative
CSE389,Switchable uniform info-mediaries,Lecture,In-Person,80.0,1.0,I5045,Yes,History,S24905,Sophomore,Full-time,2.58,D,Great experience! I learned a lot and felt supported. Too theoretical.,2025-02-14,5.0,4.0,5.0,great experience i learned a lot and felt supported too theoretical,"['great', 'experience', 'i', 'learned', 'a', 'lot', 'and', 'felt', 'supported', 'too', 'theoretical']","['great', 'experience', 'learned', 'lot', 'felt', 'supported', 'theoretical']","['great', 'experience', 'learn', 'lot', 'felt', 'support', 'theoretical']","{'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.7712}",0.0,0.511,0.489,0.7712,Positive
CSE242,Object-based regional initiative,Lecture,Hybrid,42.0,3.0,I1301,Yes,History,S83007,Freshman,Full-time,3.32,D,I struggled with the pace and the material was unclear. Very practical.,2024-12-23,2.0,2.0,1.0,i struggled with the pace and the material was unclear very practical,"['i', 'struggled', 'with', 'the', 'pace', 'and', 'the', 'material', 'was', 'unclear', 'very', 'practical']","['struggled', 'pace', 'material', 'unclear', 'practical']","['struggle', 'pace', 'material', 'unclear', 'practical']","{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.5267}",0.328,0.672,0.0,-0.5267,Negative
CSE423,Distributed regional orchestration,Lecture,Hybrid,84.0,4.0,I9080,Yes,History,S29399,Junior,Full-time,3.49,D,"Lectures lacked structure, making it hard to follow. Too theoretical.",2025-02-19,4.0,3.0,2.0,lectures lacked structure making it hard to follow too theoretical,"['lectures', 'lacked', 'structure', 'making', 'it', 'hard', 'to', 'follow', 'too', 'theoretical']","['lectures', 'lacked', 'structure', 'making', 'hard', 'follow', 'theoretical']","['lecture', 'lack', 'structure', 'make', 'hard', 'follow', 'theoretical']","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}",0.135,0.865,0.0,-0.1027,Negative
CSE317,Fundamental zero administration orchestration,Lecture,Hybrid,94.0,3.0,I5606,No,Psychology,S92422,Junior,Full-time,3.48,C,"Lectures lacked structure, making it hadr to follow. Not bad.",2025-01-19,5.0,2.0,3.0,lectures lacked structure making it hadr to follow not bad,"['lectures', 'lacked', 'structure', 'making', 'it', 'hadr', 'to', 'follow', 'not', 'bad']","['lectures', 'lacked', 'structure', 'making', 'hadr', 'follow', 'bad']","['lecture', 'lack', 'structure', 'make', 'hadr', 'follow', 'bad']","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.431}",0.0,0.759,0.241,0.431,Positive
CSE133,Vision-oriented empowering instruction set,Seminar,Hybrid,82.0,3.0,I4501,No,History,S16787,Freshman,Part-time,3.48,A,"Content was outdated, and there was little student interaction.",2024-12-26,3.0,5.0,1.0,content was outdated and there was little student interaction,"['content', 'was', 'outdated', 'and', 'there', 'was', 'little', 'student', 'interaction']","['content', 'outdated', 'little', 'student', 'interaction']","['content', 'outdate', 'little', 'student', 'interaction']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
